row_id,deal_id,loc_info_id,customer_id,order_priority
159,159,80,RP-19855,Medium
160,160,81,TS-21205,Medium
161,161,83,AG-10765,Medium
162,162,84,PB-19105,Medium
163,163,85,GM-14680,Medium
164,164,86,RD-9720,Medium
165,165,87,JL-15175,High
166,166,85,GM-14680,Medium
167,167,86,RD-9720,Medium
168,168,88,CS-11845,Medium
169,169,89,BW-11200,High
170,170,85,GM-14680,Medium
171,171,85,GM-14680,Medium
172,172,90,SC-20800,Medium
173,173,86,RD-9720,Medium
174,174,91,MM-17920,Medium
175,175,92,BP-11095,Medium
176,176,93,CS-12250,Critical
177,177,94,SN-10710,Low
178,178,95,SR-20425,High
179,179,96,BD-1725,Medium
180,180,97,ND-18370,Medium
181,181,91,MM-17920,Medium
182,182,95,SR-20425,High
183,183,98,BD-11605,High
184,184,93,CS-12250,Critical
185,185,96,BD-1725,Medium
186,186,92,BP-11095,Medium
187,187,93,CS-12250,Critical
188,188,93,CS-12250,Critical
189,189,92,BP-11095,Medium
190,190,98,BD-11605,High
191,191,96,BD-1725,Medium
192,192,99,MY-18295,Low
193,193,100,TB-21055,High
194,194,95,SR-20425,High
195,195,99,MY-18295,Low
196,196,96,BD-1725,Medium
197,197,92,BP-11095,Medium
198,198,98,BD-11605,High
199,199,93,CS-12250,Critical
200,200,101,DJ-13510,Medium
201,201,102,MB-8085,Medium
202,202,102,MB-8085,Medium
203,203,103,CL-12700,Medium
204,204,101,DJ-13510,Medium
205,205,102,MB-8085,Medium
206,206,101,DJ-13510,Medium
207,207,101,DJ-13510,Medium
208,208,104,BS-11590,High
209,209,101,DJ-13510,Medium
210,210,105,MC-18100,Critical
211,211,105,MC-18100,Critical
212,212,106,RB-19795,Medium
213,213,107,EH-13990,Critical
214,214,108,EH-13765,High
215,215,109,VM-21835,High
216,216,110,SD-20485,Low
217,217,108,EH-13765,High
218,218,108,EH-13765,High
219,219,108,EH-13765,High
220,220,111,DL-13315,Critical
221,221,111,DL-13315,Critical
222,222,112,TW-21025,High
223,223,113,AH-10195,High
224,224,111,DL-13315,Critical
225,225,111,DL-13315,Critical
226,226,114,RB-19435,High
227,227,115,VG-21790,Medium
228,228,116,CS-2175,Medium
229,229,117,BP-1290,High
230,230,118,MD-17860,Critical
231,231,119,PG-8820,Critical
232,232,120,AG-10300,Medium
233,233,121,MK-7905,Medium
234,234,122,MA-17560,Critical
235,235,122,MA-17560,Critical
236,236,120,AG-10300,Medium
237,237,123,PW-19030,Medium
238,238,120,AG-10300,Medium
239,239,119,PG-8820,Critical
240,240,124,DW-13195,High
241,241,125,AB-10600,High
242,242,126,SM-20950,Critical
243,243,127,MA-7995,High
244,244,128,TS-21340,Medium
245,245,128,TS-21340,Medium
246,246,129,AB-10255,Medium
247,247,127,MA-7995,High
248,248,130,RD-9900,High
249,249,131,RB-9330,High
250,250,127,MA-7995,High
251,251,132,TR-21325,Medium
252,252,133,DK-12985,High
253,253,128,TS-21340,Medium
254,254,131,RB-9330,High
255,255,134,IM-5070,Medium
256,256,128,TS-21340,Medium
257,257,130,RD-9900,High
258,258,135,DV-3045,Medium
259,259,136,XP-21865,Medium
260,260,137,HL-15040,Medium
261,261,136,XP-21865,Medium
262,262,138,RC-19960,Medium
263,263,139,MV-17485,Medium
264,264,140,SH-9975,Medium
265,265,141,HL-15040,Low
266,266,136,XP-21865,Medium
267,267,137,HL-15040,Medium
268,268,142,PW-19030,Medium
269,269,140,SH-9975,Medium
270,270,141,HL-15040,Low
271,271,136,XP-21865,Medium
272,272,136,XP-21865,Medium
273,273,136,XP-21865,Medium
274,274,141,HL-15040,Low
275,275,136,XP-21865,Medium
276,276,137,HL-15040,Medium
277,277,137,HL-15040,Medium
278,278,140,SH-9975,Medium
279,279,136,XP-21865,Medium
280,280,137,HL-15040,Medium
281,281,141,HL-15040,Low
282,282,143,MM-18280,Medium
283,283,141,HL-15040,Low
284,284,140,SH-9975,Medium
285,285,139,MV-17485,Medium
286,286,141,HL-15040,Low
287,287,137,HL-15040,Medium
288,288,144,TB-21400,Critical
289,289,145,CB-12535,Medium
290,290,146,BM-1575,Medium
291,291,147,PS-18970,High
292,292,148,SS-20875,Critical
293,293,147,PS-18970,High
294,294,147,PS-18970,High
295,295,145,CB-12535,Medium
296,296,149,JK-5325,High
297,297,148,SS-20875,Critical
298,298,150,MH-17290,Medium
299,299,151,MP-17965,Medium
300,300,150,MH-17290,Medium
301,301,152,CL-11890,Medium
302,302,151,MP-17965,Medium
303,303,153,CR-2625,Medium
304,304,154,LT-16765,Medium
305,305,154,LT-16765,Medium
306,306,154,LT-16765,Medium
307,307,153,CR-2625,Medium
308,308,154,LT-16765,Medium
309,309,154,LT-16765,Medium
310,310,155,JS-15940,High
311,311,156,SJ-20500,Critical
312,312,157,JM-5250,Medium
313,313,156,SJ-20500,Critical
314,314,156,SJ-20500,Critical
315,315,158,JM-15580,Medium
316,316,159,IM-15055,Medium
317,317,158,JM-15580,Medium
318,318,160,AB-600,Medium
319,319,161,CC-12430,Medium
320,320,162,LC-16885,Medium
321,321,163,CP-12340,Medium
322,322,158,JM-15580,Medium
323,323,156,SJ-20500,Critical
324,324,164,GH-4665,Medium
325,325,160,AB-600,Medium
326,326,165,SG-20605,High
327,327,166,MW-18220,Medium
328,328,163,CP-12340,Medium
329,329,160,AB-600,Medium
330,330,156,SJ-20500,Critical
331,331,167,SA-20830,Medium
332,332,168,GH-4425,Medium
333,333,169,BT-1485,High
334,334,170,FO-14305,Medium
335,335,171,AB-10150,Medium
336,336,170,FO-14305,Medium
337,337,172,BP-11095,High
338,338,173,FM-14215,Medium
339,339,168,GH-4425,Medium
340,340,173,FM-14215,Medium
341,341,174,LW-17215,High
342,342,175,JF-5355,Medium
343,343,176,NC-8340,High
344,344,177,AS-10240,Medium
345,345,177,AS-10240,Medium
346,346,178,MM-17920,Medium
347,347,179,HG-15025,Medium
348,348,180,AR-10405,Medium
349,349,181,BT-1530,High
350,350,175,JF-5355,Medium
351,351,177,AS-10240,Medium
352,352,178,MM-17920,Medium
353,353,177,AS-10240,Medium
354,354,179,HG-15025,Medium
355,355,177,AS-10240,Medium
356,356,179,HG-15025,Medium
357,357,182,AA-10645,Low
358,358,178,MM-17920,Medium
359,359,176,NC-8340,High
360,360,176,NC-8340,High
361,361,175,JF-5355,Medium
362,362,176,NC-8340,High
363,363,183,NM-18445,High
364,364,175,JF-5355,Medium
365,365,184,SH-9975,Medium
366,366,177,AS-10240,Medium
367,367,175,JF-5355,Medium
368,368,177,AS-10240,Medium
369,369,175,JF-5355,Medium
370,370,185,HK-14890,High
371,371,186,CA-12265,Medium
372,372,187,PO-18850,High
373,373,188,SD-20485,Medium
374,374,189,RA-9945,Medium
375,375,190,TS-11370,Critical
376,376,191,LP-7080,High
377,377,192,DB-13360,Medium
378,378,188,SD-20485,Medium
379,379,191,LP-7080,High
380,380,193,NS-18505,Critical
381,381,188,SD-20485,Medium
382,382,193,NS-18505,Critical
383,383,188,SD-20485,Medium
384,384,191,LP-7080,High
385,385,194,PO-18865,Medium
386,386,188,SD-20485,Medium
387,387,195,KN-16450,Medium
388,388,196,CA-11965,High
389,389,188,SD-20485,Medium
390,390,197,BW-11065,Medium
391,391,191,LP-7080,High
392,392,196,CA-11965,High
393,393,188,SD-20485,Medium
394,394,198,JR-15700,Medium
395,395,199,EJ-13720,Medium
396,396,199,EJ-13720,Medium
397,397,200,MP-17965,Medium
398,398,201,HF-14995,Medium
399,399,200,MP-17965,Medium
400,400,199,EJ-13720,Medium
401,401,202,RP-19390,Medium
402,402,203,RP-19390,Medium
403,403,204,NB-8655,Medium
404,404,205,JC-15340,Medium
405,405,206,AG-900,Critical
406,406,207,DP-3165,Medium
407,407,208,HE-14800,High
408,408,207,DP-3165,Medium
409,409,207,DP-3165,Medium
410,410,207,DP-3165,Medium
411,411,207,DP-3165,Medium
412,412,206,AG-900,Critical
413,413,207,DP-3165,Medium
414,414,209,DK-12835,Medium
415,415,210,TS-21610,Medium
416,416,211,BD-11560,Medium
417,417,212,BD-1770,Medium
418,418,213,CM-12160,Critical
419,419,214,SF-20200,Medium
420,420,212,BD-1770,Medium
421,421,215,LS-17200,High
422,422,210,TS-21610,Medium
423,423,210,TS-21610,Medium
424,424,212,BD-1770,Medium
425,425,210,TS-21610,Medium
426,426,216,MV-18190,High
427,427,215,LS-17200,High
428,428,210,TS-21610,Medium
429,429,209,DK-12835,Medium
430,430,212,BD-1770,Medium
431,431,210,TS-21610,Medium
432,432,216,MV-18190,High
433,433,212,BD-1770,Medium
434,434,217,RR-19315,Medium
435,435,218,GH-14485,High
436,436,219,PO-18865,Critical
437,437,220,PO-8850,High
438,438,221,LC-17050,High
439,439,222,DH-13075,Medium
440,440,223,DK-3150,Critical
441,441,224,SP-20650,Critical
442,442,219,PO-18865,Critical
443,443,219,PO-18865,Critical
444,444,225,IM-15055,Medium
445,445,222,DH-13075,Medium
446,446,225,IM-15055,Medium
447,447,218,GH-14485,High
448,448,219,PO-18865,Critical
449,449,222,DH-13075,Medium
450,450,226,DK-13150,Medium
451,451,227,KH-16630,High
452,452,228,GD-14590,Medium
453,453,229,BD-11500,High
454,454,230,ES-14080,Medium
455,455,231,KL-16645,Medium
456,456,231,KL-16645,Medium
457,457,231,KL-16645,Medium
458,458,232,DN-13690,Medium
459,459,233,JM-15580,High
460,460,227,KH-16630,High
461,461,228,GD-14590,Medium
462,462,234,EB-13840,High
463,463,235,EH-14185,High
464,464,234,EB-13840,High
465,465,228,GD-14590,Medium
466,466,235,EH-14185,High
467,467,230,ES-14080,Medium
468,468,230,ES-14080,Medium
469,469,227,KH-16630,High
470,470,236,EB-13705,High
471,471,230,ES-14080,Medium
472,472,235,EH-14185,High
473,473,237,LO-17170,High
474,474,236,EB-13705,High
475,475,235,EH-14185,High
476,476,230,ES-14080,Medium
477,477,231,KL-16645,Medium
478,478,238,EB-13930,Medium
479,479,239,TS-21160,Medium
480,480,240,DB-3210,High
481,481,241,ML-17755,Medium
482,482,238,EB-13930,Medium
483,483,242,SW-10455,Low
484,484,243,CD-12790,Medium
485,485,244,CC-12370,Medium
486,486,245,TS-11430,Medium
487,487,245,TS-11430,Medium
488,488,245,TS-11430,Medium
489,489,246,AS-630,Medium
490,490,244,CC-12370,Medium
491,491,245,TS-11430,Medium
492,492,247,TB-21400,High
493,493,248,DD-13570,Medium
494,494,247,TB-21400,High
495,495,249,BT-11485,High
496,496,249,BT-11485,High
497,497,250,AW-840,Low
498,498,250,AW-840,Low
499,499,251,MH-17440,High
500,500,250,AW-840,Low
501,501,252,DB-13270,High
502,502,252,DB-13270,High
503,503,253,JM-6195,Medium
504,504,254,DL-13315,Medium
505,505,255,SW-20275,Medium
506,506,256,GB-14530,High
507,507,257,LT-17110,Medium
508,508,258,SM-20905,High
509,509,258,SM-20905,High
510,510,259,DB-13660,Medium
511,511,260,ND-18460,Medium
512,512,260,ND-18460,Medium
513,513,260,ND-18460,Medium
514,514,261,NW-18400,Medium
515,515,258,SM-20905,High
516,516,259,DB-13660,Medium
517,517,262,KW-6570,Medium
518,518,263,CS-12250,Critical
519,519,264,BP-11095,Medium
520,520,265,SW-20455,Medium
521,521,264,BP-11095,Medium
522,522,266,CK-12760,Medium
523,523,262,KW-6570,Medium
524,524,267,KW-16570,Medium
525,525,268,EB-13750,Medium
526,526,269,JB-6045,Medium
527,527,270,HR-14770,Medium
528,528,271,TP-21415,High
529,529,270,HR-14770,Medium
530,530,272,YC-21895,High
531,531,273,EH-14005,Medium
532,532,271,TP-21415,High
533,533,274,NG-18355,High
534,534,270,HR-14770,Medium
535,535,275,DR-12940,Medium
536,536,276,CL-12565,Critical
537,537,277,LT-17110,High
538,538,274,NG-18355,High
539,539,270,HR-14770,Medium
540,540,274,NG-18355,High
541,541,277,LT-17110,High
542,542,278,ST-20530,Medium
543,543,276,CL-12565,Critical
544,544,279,NM-18445,Medium
545,545,275,DR-12940,Medium
546,546,275,DR-12940,Medium
547,547,275,DR-12940,Medium
548,548,270,HR-14770,Medium
549,549,280,PO-9180,Medium
550,550,280,PO-9180,Medium
551,551,281,JP-15460,Medium
552,552,282,CM-12115,High
553,553,283,JH-5820,Medium
554,554,284,PL-18925,High
555,555,285,CA-11965,Medium
556,556,285,CA-11965,Medium
557,557,286,QJ-19255,High
558,558,287,ME-18010,High
559,559,281,JP-15460,Medium
560,560,280,PO-9180,Medium
561,561,286,QJ-19255,High
562,562,280,PO-9180,Medium
563,563,284,PL-18925,High
564,564,286,QJ-19255,High
565,565,280,PO-9180,Medium
566,566,280,PO-9180,Medium
567,567,283,JH-5820,Medium
568,568,287,ME-18010,High
569,569,286,QJ-19255,High
570,570,282,CM-12115,High
571,571,280,PO-9180,Medium
572,572,288,ME-18010,High
573,573,289,MO-7500,High
574,574,290,MO-17800,Medium
575,575,283,JH-5820,Medium
576,576,283,JH-5820,Medium
577,577,285,CA-11965,Medium
578,578,291,FO-14305,Critical
579,579,292,AH-690,High
580,580,293,SN-20710,High
581,581,292,AH-690,High
582,582,294,SP-20860,High
583,583,292,AH-690,High
584,584,292,AH-690,High
585,585,295,LD-7005,Critical
586,586,295,LD-7005,Critical
587,587,296,NF-18385,High
588,588,297,EM-3960,Critical
589,589,296,NF-18385,High
590,590,298,GA-14725,Medium
591,591,298,GA-14725,Medium
592,592,297,EM-3960,Critical
593,593,296,NF-18385,High
594,594,298,GA-14725,Medium
595,595,298,GA-14725,Medium
596,596,297,EM-3960,Critical
597,597,297,EM-3960,Critical
598,598,298,GA-14725,Medium
599,599,298,GA-14725,Medium
600,600,299,MG-17890,Medium
601,601,300,SC-20095,Medium
602,602,301,KB-16405,Medium
603,603,302,TC-11295,High
604,604,303,TB-11280,Low
605,605,304,MM-8280,Critical
606,606,301,KB-16405,Medium
607,607,305,LB-16795,High
608,608,301,KB-16405,Medium
609,609,306,DB-13270,Medium
610,610,301,KB-16405,Medium
611,611,307,HA-14920,Medium
612,612,306,DB-13270,Medium
613,613,302,TC-11295,High
614,614,308,TG-21310,Medium
615,615,304,MM-8280,Critical
616,616,305,LB-16795,High
617,617,305,LB-16795,High
618,618,308,TG-21310,Medium
619,619,307,HA-14920,Medium
620,620,304,MM-8280,Critical
621,621,305,LB-16795,High
622,622,309,JC-5340,High
623,623,305,LB-16795,High
624,624,310,TB-11625,Medium
625,625,311,CM-12385,Low
626,626,312,GZ-14470,Medium
627,627,310,TB-11625,Medium
628,628,313,ST-20530,High
629,629,310,TB-11625,Medium
630,630,310,TB-11625,Medium
631,631,311,CM-12385,Low
632,632,310,TB-11625,Medium
633,633,314,ML-17395,Medium
634,634,310,TB-11625,Medium
635,635,310,TB-11625,Medium
636,636,311,CM-12385,Low
637,637,312,GZ-14470,Medium
638,638,315,TP-21565,Medium
639,639,316,PA-9060,Critical
640,640,310,TB-11625,Medium
641,641,314,ML-17395,Medium
642,642,310,TB-11625,Medium
643,643,315,TP-21565,Medium
644,644,314,ML-17395,Medium
645,645,317,JE-15475,Medium
646,646,318,BW-11110,Medium
647,647,319,TZ-21580,Medium
648,648,318,BW-11110,Medium
649,649,320,ON-18715,Medium
650,650,321,BF-11215,Medium
651,651,322,MH-17620,Medium
652,652,321,BF-11215,Medium
653,653,323,RW-19630,Medium
654,654,320,ON-18715,Medium
655,655,320,ON-18715,Medium
656,656,318,BW-11110,Medium
657,657,322,MH-17620,Medium
658,658,323,RW-19630,Medium
659,659,320,ON-18715,Medium
660,660,322,MH-17620,Medium
661,661,321,BF-11215,Medium
662,662,323,RW-19630,Medium
663,663,321,BF-11215,Medium
664,664,322,MH-17620,Medium
665,665,324,BF-11020,Medium
666,666,325,KW-6435,Medium
667,667,326,ED-13885,High
668,668,325,KW-6435,Medium
669,669,326,ED-13885,High
670,670,327,MN-17935,High
671,671,326,ED-13885,High
672,672,328,RD-9720,Medium
673,673,329,LB-16795,Medium
674,674,330,LA-16780,Critical
675,675,327,MN-17935,High
676,676,331,DL-12925,Medium
677,677,332,SN-10560,High
678,678,333,DL-13315,Low
679,679,334,CM-12160,Medium
680,680,331,DL-12925,Medium
681,681,335,KH-16630,Medium
682,682,336,JR-15670,Medium
683,683,332,SN-10560,High
684,684,337,AB-10165,Medium
685,685,338,ML-18040,High
686,686,332,SN-10560,High
687,687,339,RD-19900,Medium
688,688,337,AB-10165,Medium
689,689,338,ML-18040,High
690,690,338,ML-18040,High
691,691,332,SN-10560,High
692,692,340,AB-10015,Low
693,693,341,LT-16765,High
694,694,342,TB-21595,High
695,695,343,SJ-20215,Medium
696,696,344,LM-17065,High
697,697,345,AR-10510,Medium
698,698,346,ZD-21925,Medium
699,699,347,LC-16930,Medium
700,700,346,ZD-21925,Medium
701,701,346,ZD-21925,Medium
702,702,348,EA-14035,Low
703,703,344,LM-17065,High
704,704,346,ZD-21925,Medium
705,705,343,SJ-20215,Medium
706,706,349,SR-20740,High
707,707,350,AG-10900,Medium
708,708,351,AM-10360,Low
709,709,352,JL-15850,Medium
710,710,348,EA-14035,Low
711,711,352,JL-15850,Medium
712,712,347,LC-16930,Medium
713,713,345,AR-10510,Medium
714,714,353,SC-20020,Medium
715,715,352,JL-15850,Medium
716,716,354,SZ-10035,Medium
717,717,355,JD-16060,High
718,718,356,RW-9540,Medium
719,719,357,PG-18895,High
720,720,358,RH-19510,Medium
721,721,354,SZ-10035,Medium
722,722,354,SZ-10035,Medium
723,723,356,RW-9540,Medium
724,724,357,PG-18895,High
725,725,357,PG-18895,High
726,726,359,PH-8790,Medium
727,727,360,ML-8040,High
728,728,357,PG-18895,High
729,729,354,SZ-10035,Medium
730,730,357,PG-18895,High
731,731,361,CM-12385,Medium
732,732,362,TM-21010,Medium
733,733,356,RW-9540,Medium
734,734,363,AG-495,High
735,735,363,AG-495,High
736,736,364,SA-20830,High
737,737,365,MG-18205,High
738,738,365,MG-18205,High
739,739,365,MG-18205,High
740,740,366,GD-14590,Medium
741,741,367,RF-19735,High
742,742,365,MG-18205,High
743,743,368,CM-1935,Medium
744,744,367,RF-19735,High
745,745,369,MO-17500,Critical
746,746,367,RF-19735,High
747,747,370,CS-11950,Medium
748,748,371,DK-2835,High
749,749,372,JC-16105,Medium
750,750,370,CS-11950,Medium
751,751,372,JC-16105,Medium
752,752,373,TS-11430,Medium
753,753,374,MG-17875,Medium
754,754,374,MG-17875,Medium
755,755,370,CS-11950,Medium
756,756,373,TS-11430,Medium
757,757,371,DK-2835,High
758,758,375,TB-11280,Low
759,759,373,TS-11430,Medium
760,760,373,TS-11430,Medium
761,761,376,CB-2415,High
762,762,373,TS-11430,Medium
763,763,377,GZ-14470,Medium
764,764,373,TS-11430,Medium
765,765,378,JM-15655,Medium
766,766,379,GZ-14470,High
767,767,372,JC-16105,Medium
768,768,380,EG-13900,Medium
769,769,381,RO-9780,Critical
770,770,381,RO-9780,Critical
771,771,382,FM-14380,Medium
772,772,383,MK-18160,Critical
773,773,384,JH-15430,High
774,774,381,RO-9780,Critical
775,775,385,TH-11550,High
776,776,385,TH-11550,High
777,777,381,RO-9780,Critical
778,778,384,JH-15430,High
779,779,385,TH-11550,High
780,780,381,RO-9780,Critical
781,781,386,AH-10195,Medium
782,782,387,DF-13135,Critical
783,783,388,AH-10195,Medium
784,784,389,RL-19615,Medium
785,785,390,BS-11380,Medium
786,786,390,BS-11380,Medium
787,787,386,AH-10195,Medium
788,788,388,AH-10195,Medium
789,789,386,AH-10195,Medium
790,790,390,BS-11380,Medium
791,791,391,LC-16870,High
792,792,386,AH-10195,Medium
793,793,388,AH-10195,Medium
794,794,389,RL-19615,Medium
795,795,392,MD-17860,Critical
796,796,393,BO-11425,Medium
797,797,393,BO-11425,Medium
798,798,390,BS-11380,Medium
799,799,388,AH-10195,Medium
800,800,389,RL-19615,Medium
801,801,394,DK-3375,Medium
802,802,395,DB-13270,Medium
803,803,396,PS-18970,Critical
804,804,396,PS-18970,Critical
805,805,397,JS-16030,Medium
806,806,396,PS-18970,Critical
807,807,398,SH-19975,Medium
808,808,399,SB-20185,High
809,809,395,DB-13270,Medium
810,810,396,PS-18970,Critical
811,811,396,PS-18970,Critical
812,812,400,KH-16360,High
813,813,401,EL-13735,Medium
814,814,402,TB-21400,High
815,815,403,SC-20380,Medium
816,816,404,HR-14770,Medium
817,817,405,BS-1800,Medium
818,818,406,TS-21370,High
819,819,407,VF-21715,High
820,820,408,LH-17155,High
821,821,409,TP-11415,High
822,822,410,CM-12235,Low
823,823,409,TP-11415,High
824,824,409,TP-11415,High
825,825,411,RD-9900,Medium
826,826,412,EH-3765,Medium
827,827,411,RD-9900,Medium
828,828,411,RD-9900,Medium
829,829,413,GW-14605,Medium
830,830,405,BS-1800,Medium
831,831,403,SC-20380,Medium
832,832,414,RF-19345,Medium
833,833,411,RD-9900,Medium
834,834,415,DB-13060,Medium
835,835,407,VF-21715,High
836,836,411,RD-9900,Medium
837,837,405,BS-1800,Medium
838,838,416,BD-11620,Medium
839,839,400,KH-16360,High
840,840,402,TB-21400,High
841,841,403,SC-20380,Medium
842,842,408,LH-17155,High
843,843,409,TP-11415,High
844,844,406,TS-21370,High
845,845,417,JF-15490,Medium
846,846,411,RD-9900,Medium
847,847,409,TP-11415,High
848,848,401,EL-13735,Medium
849,849,400,KH-16360,High
850,850,418,LH-17155,Medium
851,851,419,LO-17170,Medium
852,852,402,TB-21400,High
853,853,403,SC-20380,Medium
854,854,411,RD-9900,Medium
855,855,409,TP-11415,High
856,856,413,GW-14605,Medium
857,857,406,TS-21370,High
858,858,411,RD-9900,Medium
859,859,401,EL-13735,Medium
860,860,406,TS-21370,High
861,861,418,LH-17155,Medium
862,862,405,BS-1800,Medium
863,863,411,RD-9900,Medium
864,864,411,RD-9900,Medium
865,865,420,GD-14590,Medium
866,866,421,KN-16705,Medium
867,867,422,NW-8400,Medium
868,868,423,FH-14275,Medium
869,869,424,CC-12430,Medium
870,870,425,MZ-17515,Medium
871,871,426,NH-18610,High
872,872,421,KN-16705,Medium
873,873,425,MZ-17515,Medium
874,874,424,CC-12430,Medium
875,875,426,NH-18610,High
876,876,424,CC-12430,Medium
877,877,424,CC-12430,Medium
878,878,427,SF-10065,Medium
879,879,428,DP-13165,Low
880,880,429,AP-10720,High
881,881,430,JS-15595,Medium
882,882,431,AP-720,Medium
883,883,432,YS-11880,Medium
884,884,433,EJ-14155,Medium
885,885,434,AJ-10945,Medium
886,886,431,AP-720,Medium
887,887,435,CC-12220,Medium
888,888,427,SF-10065,Medium
889,889,436,BW-1200,High
890,890,436,BW-1200,High
891,891,437,SC-20020,Medium
892,892,430,JS-15595,Medium
893,893,438,CC-2370,Medium
894,894,439,MV-18190,High
895,895,440,RB-19705,Medium
896,896,441,TS-11085,Medium
897,897,429,AP-10720,High
898,898,429,AP-10720,High
899,899,442,CS-11860,Low
900,900,440,RB-19705,Medium
901,901,442,CS-11860,Low
902,902,439,MV-18190,High
903,903,430,JS-15595,Medium
904,904,443,MW-18235,High
